Reference ID,Country,Product Code,Product Name,Subscription Start Date,Subscription Deactivation Date,Subscription Duration Months,Order Date Kyiv,Return Date Kyiv,Last Rebill Date Kyiv,Has Chargeback,Has Refund,Sales Agent Name,Source,Campaign Name,Total Amount ($),Discount Amount ($),Number Of Rebills,Original Amount ($),Returned Amount ($),Total Rebill Amount
GYB220308-7955-34117,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 8, 2022, 5:15 PM",,,No,No,,,,149.00,0.00,,149.00,,
GYB220309-5377-12149,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 9, 2022, 12:00 AM",,12,"March 10, 2022, 2:38 AM",,,No,No,,,,302.40,129.60,,432.00,,
GYB220309-5377-23103,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 9, 2022, 12:00 AM",,36,"March 9, 2022, 8:30 PM",,,No,No,Rodger,Call,AQ_9,513.00,171.00,,684.00,,
GYB220309-6206-26109,PR,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 9, 2022, 12:00 AM","June 16, 2023, 12:00 AM",1,"March 9, 2022, 10:52 PM",,"May 9, 2023, 1:22 PM",No,No,Jules,Chat,AQ_9,432.00,0.00,3,432.00,,59.85
GYB220309-7835-25156,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"March 9, 2022, 12:00 AM","July 9, 2022, 12:00 AM",1,"March 9, 2022, 8:55 PM",,"June 9, 2022, 12:50 PM",No,No,Jules,Chat,AQ_9,99.00,0.00,3,99.00,,74.85
GYB220309-7835-43137,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 9, 2022, 8:07 PM",,,No,No,Jackie,Call,AQ_9,96.85,52.15,,149.00,,
GYB220309-7835-70196,US,aq-gyb-support-36-month-plan, Support 36-month plan,"March 9, 2022, 12:00 AM",,36,"March 10, 2022, 1:22 AM",,,No,No,Rodger,Call,AQ.Upgrade,576.00,0.00,,576.00,,
GYB220309-7955-90110,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 9, 2022, 12:00 AM","June 3, 2022, 12:00 AM",1,"March 9, 2022, 9:46 PM",,"May 9, 2022, 2:35 PM",No,No,Rodger,Call,AQ_9,49.50,49.50,2,99.00,,19.94
GYB220309-7955-91130,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 9, 2022, 12:00 AM","March 9, 2023, 12:00 AM",12,"March 9, 2022, 11:23 PM",,,No,No,,,,432.00,0.00,,432.00,,
GYB220310-3240-23126,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 10, 2022, 12:00 AM",,36,"March 10, 2022, 10:34 PM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220310-3240-37168,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 10, 2022, 12:00 AM","March 22, 2022, 12:00 AM",1,"March 11, 2022, 12:15 AM",,,No,No,Rodger,Call,AQ_1,84.33,14.88,,99.21,,
GYB220310-3969-28120,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 10, 2022, 12:00 AM","May 24, 2022, 12:00 AM",1,"March 10, 2022, 7:35 AM",,"May 10, 2022, 2:41 PM",No,No,Nick,From Support,ByteFence.CTA,99.00,0.00,2,99.00,,39.9
GYB220310-7835-69114,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 10, 2022, 12:00 AM","April 10, 2022, 12:00 AM",1,"March 10, 2022, 7:14 PM",,,No,No,,,,64.35,34.65,,99.00,,
GYB220311-6876-27174,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 11, 2022, 12:00 AM","March 11, 2023, 12:00 AM",12,"March 11, 2022, 11:12 PM",,,No,No,,,,302.40,129.60,,432.00,,
GYB220311-6876-33119,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 11, 2022, 12:00 AM","March 18, 2023, 12:00 AM",1,"March 11, 2022, 8:49 PM",,,No,No,,,,324.00,108.00,,432.00,,
GYB220311-6876-90159,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 11, 2022, 12:00 AM",,36,"March 11, 2022, 8:56 PM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220311-7311-68115,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 11, 2022, 12:00 AM","April 11, 2022, 12:00 AM",1,"March 11, 2022, 6:03 AM",,,No,No,Rodger,Call,AQ_9,49.50,49.50,,99.00,,
GYB220312-7311-15116,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 12, 2022, 12:00 AM",,1,"March 13, 2022, 1:49 AM",,"October 12, 2023, 1:04 PM",No,No,,,,432.00,0.00,8,432.00,,159.6
GYB220312-7871-21132,CA,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 12, 2022, 12:00 AM","April 12, 2022, 12:00 AM",1,"March 12, 2022, 8:11 PM",,,No,No,,,,64.43,34.69,,99.12,,
GYB220312-7910-19108,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 13, 2022, 1:24 AM",,,No,No,,,,149.00,0.00,,149.00,,
GYB220312-8911-53140,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 12, 2022, 12:00 AM","April 11, 2022, 12:00 AM",1,"March 12, 2022, 7:05 PM",,,No,No,,,,64.35,34.65,,99.00,,
GYB220312-8911-80109,GB,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 12, 2022, 2:28 PM",,,No,No,,,,149.29,0.00,,149.29,,
GYB220313-3044-21132,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 13, 2022, 12:00 AM",,1,"March 13, 2022, 5:10 AM",,"September 22, 2023, 3:48 PM",No,No,Vicky,Call,AQ_9,432.00,0.00,1,432.00,,19.95
GYB220313-7311-52163,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 13, 2022, 12:00 AM","April 13, 2022, 12:00 AM",1,"March 13, 2022, 11:51 PM",,,No,No,,,,64.35,34.65,,99.00,,
GYB220313-7311-69134,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 13, 2022, 12:00 AM",,36,"March 13, 2022, 8:11 PM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220313-7871-16146,US,gotyourback-support-6-month-plan, Support 6-month plan,,,0,"March 14, 2022, 1:40 AM",,,No,No,,,,199.00,19.95,,218.95,,
GYB220313-8911-62133,GB,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 13, 2022, 12:00 AM","April 13, 2022, 12:00 AM",1,"March 13, 2022, 9:31 PM",,,No,No,,,,49.80,49.80,,99.60,,
GYB220314-6422-50130,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"March 14, 2022, 12:00 AM","August 14, 2022, 12:00 AM",1,"March 14, 2022, 4:35 AM",,"July 14, 2022, 11:26 AM",No,No,Keira,Chat,AQ_21,199.00,0.00,2,199.00,,39.9
GYB220314-7311-89114,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 14, 2022, 9:04 PM",,,No,No,Rodger,Call,AQ_9,149.00,0.00,,149.00,,
GYB220314-7910-44104,US,aq-gyb-support-12-month-plan, Support 12-month plan,"March 14, 2022, 12:00 AM",,1,"March 14, 2022, 7:19 PM",,"October 14, 2023, 1:08 PM",No,No,Rodger,Call,AQ_9,235.20,100.80,8,336.00,,159.6
GYB220315-2559-11126,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 15, 2022, 12:00 AM","April 14, 2022, 12:00 AM",1,"March 16, 2022, 2:54 AM",,,No,No,,,,99.00,0.00,,99.00,,
GYB220315-3044-50134,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"March 15, 2022, 12:00 AM","June 3, 2022, 12:00 AM",6,"March 15, 2022, 4:36 PM",,,No,No,Ruby,Ticket,AQ_21,249.00,0.00,,249.00,,
GYB220315-3044-51110,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 15, 2022, 3:16 AM",,,No,No,,,,149.00,0.00,,149.00,,
GYB220315-3044-57179,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 15, 2022, 12:00 AM","May 2, 2022, 12:00 AM",12,"March 15, 2022, 10:47 PM","May 2, 2022, 10:46 AM",,No,Yes,Jules,Chat,AQ_9,432.00,0.00,,432.00,432.00,
GYB220315-7477-94120,ZA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 15, 2022, 12:03 PM",,,No,No,,,,149.00,0.00,,149.00,,
GYB220315-7871-53127,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 15, 2022, 12:00 AM",,36,"March 15, 2022, 7:51 PM",,,No,No,Jackie,Call,AQ_9,581.40,102.60,,684.00,,
GYB220316-2559-24124,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 16, 2022, 12:00 AM",,24,"March 16, 2022, 8:17 PM",,,No,No,Rinna,Chat,AQ_9,576.00,0.00,,576.00,,
GYB220316-3044-53129,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 16, 2022, 12:00 AM","March 18, 2022, 12:00 AM",36,"March 16, 2022, 5:14 PM","March 18, 2022, 1:34 PM",,No,Yes,Vicky,Call,AQ_9,684.00,0.00,,684.00,684.00,
GYB220316-7477-67124,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 16, 2022, 12:00 AM",,36,"March 17, 2022, 1:43 AM",,,No,No,Jules,Chat,AQ_9,684.00,0.00,,684.00,,
GYB220316-7871-56152,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 16, 2022, 11:50 PM",,,No,No,Jackie,Call,AQ_25,96.85,52.15,,149.00,,
GYB220317-2559-72126,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 17, 2022, 12:00 AM",,36,"March 18, 2022, 1:44 AM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220317-7910-35122,CA,aq-gyb-support-6-month-plan, Support 6-month plan,"March 17, 2022, 12:00 AM","April 17, 2023, 12:00 AM",1,"March 17, 2022, 4:36 AM",,"March 17, 2023, 2:11 PM",No,No,Rodger,Call,AQ_1,134.43,57.61,7,192.04,,134.62
GYB220317-8911-29119,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 17, 2022, 12:00 AM","April 24, 2023, 12:00 AM",1,"March 17, 2022, 5:18 PM",,"March 17, 2023, 2:28 PM",No,No,,,,432.00,0.00,1,432.00,,19.95
GYB220318-2559-54136,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 18, 2022, 12:00 AM","March 18, 2023, 12:00 AM",12,"March 18, 2022, 9:11 PM",,,No,No,,,,345.60,86.40,,432.00,,
GYB220318-3044-81133,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 18, 2022, 9:30 PM",,,No,No,,,,149.00,0.00,,149.00,,
GYB220318-7477-36126,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 18, 2022, 12:00 AM",,36,"March 19, 2022, 2:32 AM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220319-2559-14135,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 19, 2022, 12:00 AM","March 19, 2025, 12:00 AM",36,"March 19, 2022, 6:37 PM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220319-2559-92174,IL,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 19, 2022, 12:00 AM","March 26, 2023, 12:00 AM",1,"March 19, 2022, 7:02 PM",,,No,No,,,,432.00,0.00,,432.00,,
GYB220319-3044-54117,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 19, 2022, 4:03 PM",,,No,No,,,,104.30,44.70,,149.00,,
GYB220319-3588-53150,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 10:40 PM",,,No,No,,,,399.00,19.95,,418.95,,
GYB220319-3588-69199,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 10:57 PM",,,No,No,,,,399.00,19.95,,418.95,,
GYB220319-3588-77240,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 11:21 PM","March 20, 2022, 6:47 AM",,No,Yes,,,,399.00,19.95,,418.95,399.00,
GYB220319-3588-82300,UA,gotyourback-support-12-month-plan, Support 12-month plan,,,0,"March 19, 2022, 11:57 PM","March 20, 2022, 6:21 AM",,No,Yes,,,,299.00,19.95,,318.95,299.00,
GYB220319-3588-83135,UA,gotyourback-support-12-month-plan, Support 12-month plan,,,0,"March 19, 2022, 10:36 PM",,,No,No,,,,299.00,19.95,,318.95,,
GYB220319-3588-93223,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 11:19 PM",,,No,No,,,,399.00,19.95,,418.95,,
GYB220319-3588-94264,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 11:32 PM","March 20, 2022, 6:37 AM",,No,Yes,,,,399.00,19.95,,418.95,399.00,
GYB220319-3588-96171,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 10:46 PM",,,No,No,,,,399.00,19.95,,418.95,,
GYB220319-3588-98121,UA,gotyourback-support-12-month-plan, Support 12-month plan,,,0,"March 19, 2022, 10:28 PM",,,No,No,,,,299.00,19.95,,318.95,,
GYB220319-3588-98185,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 19, 2022, 10:50 PM",,,No,No,,,,399.00,19.95,,418.95,,
GYB220319-7477-26118,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 19, 2022, 12:00 AM","March 19, 2025, 12:00 AM",36,"March 19, 2022, 11:17 PM",,,No,No,,,,684.00,0.00,,684.00,,
GYB220319-8911-82128,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"March 19, 2022, 12:00 AM","September 19, 2022, 12:00 AM",6,"March 19, 2022, 11:41 PM",,,No,No,Ruby,Ticket,AQ_21,186.75,62.25,,249.00,,
GYB220320-2559-75114,GB,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 20, 2022, 12:00 AM",,24,"March 20, 2022, 8:10 PM",,,No,No,Ruby,Chat,AQ_9,575.51,0.00,,575.51,,
GYB220320-3044-85111,AU,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 20, 2022, 12:00 AM",,36,"March 20, 2022, 5:44 AM",,,No,No,,,,683.76,0.00,,683.76,,
GYB220320-3588-47137,UA,gotyourback-support-12-month-plan, Support 12-month plan,,,0,"March 20, 2022, 1:48 PM","March 20, 2022, 6:50 AM",,No,Yes,,,,299.00,19.95,,318.95,299.00,
GYB220320-3588-60157,UA,gotyourback-support-24-month-plan, Support 24-month plan,,,0,"March 20, 2022, 2:01 PM","March 20, 2022, 7:02 AM",,No,Yes,,,,399.00,19.95,,418.95,399.00,
GYB220320-3588-72169,UA,gotyourback-support-12-month-plan, Support 12-month plan,,,0,"March 20, 2022, 2:26 PM","March 20, 2022, 7:50 AM",,No,Yes,,,,299.00,19.95,,318.95,299.00,
GYB220320-8911-47122,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 20, 2022, 3:28 AM",,,No,No,,,,149.00,0.00,,149.00,,
GYB220321-2559-12110,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 21, 2022, 12:00 AM",,24,"March 21, 2022, 3:18 AM",,,No,No,Kinder,Chat,AQ_9,576.00,0.00,,576.00,,
GYB220321-2559-12110,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 21, 2022, 12:00 AM",,24,"March 21, 2022, 3:18 AM",,,No,No,Megan,Chat,PDFSuite.CTA,576.00,0.00,,576.00,,
GYB220321-3044-31104,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 21, 2022, 12:00 AM","April 4, 2022, 12:00 AM",12,"March 22, 2022, 12:04 AM","April 4, 2022, 2:36 PM",,No,Yes,,,,345.60,86.40,,432.00,345.60,
GYB220321-6422-62105,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 21, 2022, 12:00 AM","May 21, 2023, 12:00 AM",1,"March 21, 2022, 5:32 AM",,"April 21, 2023, 1:19 PM",No,No,,,,49.50,49.50,13,99.00,,129.61
GYB220321-6422-79117,GB,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"March 21, 2022, 12:00 AM","May 29, 2022, 12:00 AM",3,"March 21, 2022, 9:58 PM",,,No,No,Jules,Chat,AQ_9,159.39,39.85,,199.24,,
GYB220321-6876-69144,CA,aq-gyb-support-36-month-plan, Support 36-month plan,"March 21, 2022, 12:00 AM","March 21, 2025, 12:00 AM",36,"March 21, 2022, 8:26 PM",,,No,No,Rodger,Call,AQ.Upgrade,460.69,115.17,,575.86,,
GYB220321-7477-75133,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"March 21, 2022, 12:00 AM","September 21, 2022, 12:00 AM",1,"March 21, 2022, 6:35 PM",,"August 21, 2022, 12:07 PM",No,No,Jules,Chat,AQ_9,159.20,39.80,3,199.00,,59.85
GYB220321-7871-31130,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"March 21, 2022, 12:00 AM","April 21, 2022, 12:00 AM",1,"March 21, 2022, 11:59 PM",,,No,No,Rodger,Call,AQ_9,49.50,49.50,,99.00,,
GYB220321-8911-82143,US,aq-gyb-support-24-month-plan, Support 24-month plan,"March 21, 2022, 12:00 AM","March 21, 2024, 12:00 AM",24,"March 21, 2022, 9:30 PM",,,No,No,Rodger,Call,AQ.Upgrade,302.40,129.60,,432.00,,
GYB220321-8911-85117,CA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 21, 2022, 12:00 AM","March 28, 2023, 12:00 AM",1,"March 21, 2022, 7:15 AM",,,No,No,,,,345.52,86.38,,431.90,,
GYB220322-3044-14111,US,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"March 22, 2022, 12:00 AM","June 22, 2022, 12:00 AM",3,"March 22, 2022, 6:38 PM",,,No,No,Keira,Chat,AQ_21,199.00,0.00,,199.00,,
GYB220322-6876-72112,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 22, 2022, 12:00 AM","March 29, 2023, 12:00 AM",1,"March 22, 2022, 10:03 AM",,,No,No,,,,302.23,129.53,,431.76,,
GYB220322-7871-42114,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 22, 2022, 12:00 AM","March 25, 2022, 12:00 AM",1,"March 23, 2022, 1:36 AM","March 25, 2022, 11:19 AM",,Yes,No,Rodger,Call,AQ_9,99.00,0.00,,99.00,99.00,
GYB220322-8911-44118,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 22, 2022, 7:50 PM",,,No,No,Vicky,Call,AQ_9,74.50,74.50,,149.00,,
GYB220323-2559-96129,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 23, 2022, 5:56 PM",,,No,No,,,,119.20,29.80,,149.00,,
GYB220323-3044-52133,CA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 23, 2022, 7:26 PM",,,No,No,,,,74.75,74.75,,149.50,,
GYB220323-6422-37181,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 23, 2022, 5:47 PM",,,No,No,,,,119.20,29.80,,149.00,,
GYB220323-6422-45118,US,aq-gyb-support-multiple-monthly, Support Multiple Device Monthly Subscription,"March 23, 2022, 12:00 AM","July 30, 2022, 12:00 AM",1,"March 23, 2022, 4:37 AM",,"June 23, 2022, 3:40 PM",No,No,Rodger,Call,AQ_25,99.00,0.00,3,99.00,,74.85
GYB220323-6876-38166,IL,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 23, 2022, 12:00 AM","March 24, 2022, 12:00 AM",36,"March 23, 2022, 11:18 PM","March 24, 2022, 12:36 PM",,No,Yes,,,,684.00,0.00,,684.00,684.00,
GYB220323-6876-95130,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 23, 2022, 6:24 PM",,,No,No,,,,119.20,29.80,,149.00,,
GYB220323-7910-92132,US,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"March 23, 2022, 12:00 AM","September 23, 2022, 12:00 AM",6,"March 23, 2022, 9:14 PM",,,No,No,Ruby,Ticket,AQ_21,249.00,0.00,,249.00,,
GYB220323-7910-93109,US,aq-gyb-support-12-month-plan, Support 12-month plan,"March 23, 2022, 12:00 AM","March 30, 2023, 12:00 AM",1,"March 23, 2022, 5:08 PM",,,No,No,Rodger,Call,AQ_25,252.00,84.00,,336.00,,
GYB220324-2050-61128,US,gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 24, 2022, 12:00 AM","August 31, 2022, 12:00 AM",1,"March 24, 2022, 10:39 PM",,"July 24, 2022, 3:07 PM",No,No,,,,99.00,0.00,4,99.00,,79.8
GYB220324-4913-69125,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 24, 2022, 12:00 AM",,24,"March 24, 2022, 10:11 PM",,,No,No,Megan,Chat,PDFSuite.CTA,576.00,0.00,,576.00,,
GYB220324-5332-11174,AU,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 24, 2022, 12:00 AM","October 6, 2022, 12:00 AM",24,"March 25, 2022, 2:50 AM",,,No,No,Megan,Chat,PDFSuite.CTA,575.90,0.00,,575.90,,
GYB220324-5332-88130,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 24, 2022, 12:00 AM","March 31, 2023, 12:00 AM",1,"March 24, 2022, 11:45 PM",,,No,No,Keira,Chat,AQ_21,432.00,0.00,,432.00,,
GYB220324-5332-88130,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 24, 2022, 12:00 AM","March 31, 2023, 12:00 AM",1,"March 24, 2022, 11:45 PM",,,No,No,,,,432.00,0.00,,432.00,,
GYB220324-7871-19116,US,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 24, 2022, 12:00 AM","April 24, 2022, 12:00 AM",1,"March 24, 2022, 6:23 PM",,,No,No,,,,49.50,49.50,,99.00,,
GYB220325-4913-56125,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 25, 2022, 12:00 AM",,24,"March 25, 2022, 3:13 AM",,,No,No,Megan,Chat,PDFSuite.CTA,576.00,0.00,,576.00,,
GYB220325-4913-70155,CA,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 25, 2022, 5:20 AM",,,No,No,,,,119.11,29.78,,148.89,,
GYB220325-5541-34116,GB,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 25, 2022, 12:00 AM","April 1, 2023, 12:00 AM",1,"March 25, 2022, 9:28 PM",,,No,No,,,,366.92,64.76,,431.68,,
GYB220325-5566-42122,AU,aq-gyb-support-3-month-plan-lo, Support 3-month Plan,"March 25, 2022, 12:00 AM","May 26, 2023, 12:00 AM",1,"March 26, 2022, 1:39 AM",,"May 25, 2023, 11:32 AM",No,No,Keira,Chat,AQ_21,199.26,0.00,9,199.26,,166.27
GYB220326-5541-91129,US,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 26, 2022, 12:00 AM","August 4, 2022, 12:00 AM",12,"March 26, 2022, 5:01 PM",,,No,No,Rodger,Call,AQ_9,302.40,129.60,,432.00,,
GYB220326-5541-94114,AU,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 26, 2022, 12:00 AM","April 26, 2022, 12:00 AM",1,"March 26, 2022, 7:42 AM",,,No,No,,,,74.47,24.83,,99.30,,
GYB220326-5566-84101,AU,one-time-pc-support, Support One Time PC Support ,,,0,"March 26, 2022, 4:31 AM",,,No,No,,,,74.64,74.64,,149.28,,
GYB220326-7711-42168,US,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 26, 2022, 12:00 AM","March 26, 2024, 12:00 AM",24,"March 26, 2022, 7:54 PM",,,No,No,Rodger,Call,AQ_25,576.00,0.00,,576.00,,
GYB220326-7711-59144,AU,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 26, 2022, 12:00 AM","April 2, 2023, 12:00 AM",1,"March 26, 2022, 4:55 AM",,,No,No,,,,432.06,0.00,,432.06,,
GYB220327-2543-77152,US,gyb-support-12-month-plan-hi, Support 12-month Plan,"March 27, 2022, 12:00 AM","July 13, 2024, 12:00 AM",12,"March 27, 2022, 9:42 PM",,,No,No,Jackie,Call,BF.Upgrade,324.00,108.00,,432.00,,
GYB220327-2543-96116,US,aq-gyb-support-6-month-plan-hi, Support 6-month Plan,"March 27, 2022, 12:00 AM","September 27, 2022, 12:00 AM",6,"March 27, 2022, 6:33 PM",,,No,No,Ruby,Ticket,AQ_21,252.00,84.00,,336.00,,
GYB220327-4732-29120,UA,gyb-support-36-month-plan, Support 36-month plan,"March 27, 2022, 12:00 AM",,36,"March 27, 2022, 2:28 PM",,,No,No,Alex,Chat,,576.00,0.00,,576.00,,
GYB220327-4732-57165,UA,gyb-support-36-month-plan, Support 36-month plan,"March 27, 2022, 12:00 AM",,36,"March 27, 2022, 2:38 PM",,,No,No,,,,576.00,0.00,,576.00,,
GYB220327-4732-94144,UA,gyb-support-36-month-plan, Support 36-month plan,"March 27, 2022, 12:00 AM",,36,"March 27, 2022, 2:30 PM",,,No,No,,,,576.00,0.00,,576.00,,
GYB220327-4913-74111,GB,aq-gyb-support-6-month-plan-lo, Support 6-month Plan,"March 27, 2022, 12:00 AM","October 4, 2022, 12:00 AM",1,"March 27, 2022, 3:25 PM",,,No,No,Jules,Chat,AQ_9,199.32,49.83,,249.15,,
GYB220327-5541-44119,EG,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 27, 2022, 12:00 AM","August 3, 2023, 12:00 AM",1,"March 27, 2022, 9:15 PM",,"July 1, 2023, 10:55 AM",No,No,,,,345.60,86.40,4,432.00,,79.8
GYB220327-6791-67101,BB,aq-gyb-support-24-month-plan-hi, Support 24-month Plan,"March 27, 2022, 12:00 AM","March 27, 2024, 12:00 AM",24,"March 27, 2022, 9:25 PM",,,No,No,Rodger,Call,AQ_9,432.00,144.00,,576.00,,
GYB220328-2050-88108,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 28, 2022, 12:00 AM",,36,"March 28, 2022, 6:47 PM",,,No,No,Rinna,Chat,AQ_9,684.00,0.00,,684.00,,
GYB220328-2543-42151,US,aq-gyb-support-36-month-plan-hi, Support 36-month Plan,"March 28, 2022, 12:00 AM","March 28, 2025, 12:00 AM",36,"March 29, 2022, 12:50 AM",,,No,No,Rodger,From Support,AQ.Upgrade,478.80,205.20,,684.00,,
GYB220328-2543-92182,US,aq-gyb-support-12-month-plan, Support 12-month plan,"March 28, 2022, 12:00 AM","March 28, 2023, 12:00 AM",12,"March 29, 2022, 1:20 AM",,,No,No,Rodger,Call,AQ.Upgrade,235.20,100.80,,336.00,,
GYB220328-4913-76127,AU,aq-gyb-support-single-monthly, Support Single Device Monthly Subscription,"March 28, 2022, 12:00 AM","April 28, 2022, 12:00 AM",1,"March 28, 2022, 4:21 AM",,,No,No,,,,49.79,49.79,,99.58,,
GYB220328-5541-29163,GB,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 28, 2022, 10:35 PM",,,No,No,,,,119.59,29.90,,149.49,,
GYB220328-5541-76131,US,aq-one-time-pc-support, Support One Time PC Support ,,,0,"March 28, 2022, 7:57 PM",,,No,No,,,,74.50,74.50,,149.00,,
GYB220328-5566-93116,CA,aq-gyb-support-12-month-plan-hi, Support 12-month Plan,"March 28, 2022, 12:00 AM","March 28, 2023, 12:00 AM",12,"March 28, 2022, 6:12 PM",,,No,No,,,,345.92,86.48,,432.40,,
